generation,best_cost,avg_cost,worst_cost,best_coverage,avg_coverage,worst_coverage,best_distance,avg_distance,worst_distance,avg_sites,min_sites,max_sites
45,14033023.918665498,109174328.65141304,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.180114744863507,2.3189204189747548,25.1,5.0,69.0
46,14033023.918665498,106332805.06005162,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.162467180803385,2.3189204189747548,24.68,5.0,69.0
47,14033023.918665498,112823023.3773609,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.152244724601259,2.3189204189747548,25.86,5.0,69.0
48,14007874.925477855,111537412.38545032,332505607.6487787,215.77140382528768,204.07629308259445,69.58251954162215,0.7663671412336212,1.1559464416530343,2.2990108890632266,25.54,5.0,69.0
49,14007874.925477855,111466850.70707564,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.1590896267903352,2.2990108890632266,25.44,5.0,69.0
50,14007874.925477855,115872546.880745,332505607.6487787,215.77140382528768,201.1525153969211,69.58251954162215,0.7663671412336212,1.1373344740364788,2.2990108890632266,26.38,5.0,69.0
51,14007874.925477855,119234178.48261419,332505607.6487787,215.77140382528768,201.15251539692107,69.58251954162215,0.7663671412336212,1.1417796661563964,2.2990108890632266,27.02,5.0,69.0
52,14007874.925477855,110263791.07696308,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.1612488678596231,2.2990108890632266,25.2,5.0,69.0
53,14007874.925477855,110128411.55830717,332505607.6487787,215.77140382528768,204.07629308259442,69.58251954162215,0.7663671412336212,1.1518832534122128,2.2990108890632266,25.26,5.0,69.0
54,14007874.925477855,106062670.38530852,332505607.6487787,215.77140382528768,201.1525153969211,69.58251954162215,0.7663671412336212,1.165607790250276,2.2990108890632266,24.52,5.0,69.0
55,14007874.925477855,101759734.65232508,332505607.6487787,215.77140382528768,195.3049600255745,69.58251954162215,0.7663671412336212,1.2212544549378377,2.2990108890632266,23.5,5.0,69.0
56,14007874.925477855,98777014.69341165,332505607.6487787,215.77140382528768,195.3049600255745,69.58251954162215,0.7663671412336212,1.2232225640416607,2.2990108890632266,22.96,5.0,69.0
57,14007874.925477855,99500287.07928666,332505607.6487787,215.77140382528768,198.22873771124782,69.58251954162215,0.7663671412336212,1.2154142939365438,2.2990108890632266,23.08,5.0,69.0
58,14007874.925477855,103419115.59306498,332505607.6487787,215.77140382528768,198.22873771124782,69.58251954162215,0.7663671412336212,1.2107701242109001,2.2990108890632266,23.84,5.0,69.0
